Entry	Entry name	Status	Gene names	Organism	Length	Mass	Gene encoded by	Version (sequence)
Q02880	TOP2B_HUMAN	reviewed	TOP2B	Homo sapiens (Human)	1626	183,267		3
Q02952	AKA12_HUMAN	reviewed	AKAP12 AKAP250	Homo sapiens (Human)	1782	191,482		4
Q02978	M2OM_HUMAN	reviewed	SLC25A11 SLC20A4	Homo sapiens (Human)	314	34,062		3
Q03135	CAV1_HUMAN	reviewed	CAV1 CAV	Homo sapiens (Human)	178	20,472		4
Q03154	ACY1_HUMAN	reviewed	ACY1	Homo sapiens (Human)	408	45,885		1
Q03252	LMNB2_HUMAN	reviewed	LMNB2 LMN2	Homo sapiens (Human)	620	69,948		4
Q04446	GLGB_HUMAN	reviewed	GBE1	Homo sapiens (Human)	702	80,474		3
Q04637	IF4G1_HUMAN	reviewed	EIF4G1 EIF4F EIF4G EIF4GI	Homo sapiens (Human)	1599	175,491		4
Q04695	K1C17_HUMAN	reviewed	KRT17	Homo sapiens (Human)	432	48,106		2
Q04760	LGUL_HUMAN	reviewed	GLO1	Homo sapiens (Human)	184	20,778		4
Q04828	AK1C1_HUMAN	reviewed	AKR1C1 DDH DDH1	Homo sapiens (Human)	323	36,788		1
Q04837	SSBP_HUMAN	reviewed	SSBP1 SSBP	Homo sapiens (Human)	148	17,260		1
Q04917	1433F_HUMAN	reviewed	YWHAH YWHA1	Homo sapiens (Human)	246	28,219		4
Q05048	CSTF1_HUMAN	reviewed	CSTF1	Homo sapiens (Human)	431	48,358		1
Q05086	UBE3A_HUMAN	reviewed	UBE3A E6AP EPVE6AP HPVE6A	Homo sapiens (Human)	875	100,688		4
Q05193	DYN1_HUMAN	reviewed	DNM1 DNM	Homo sapiens (Human)	864	97,408		2
Q05519	SRS11_HUMAN	reviewed	SRSF11 SFRS11	Homo sapiens (Human)	484	53,542		1
Q05639	EF1A2_HUMAN	reviewed	EEF1A2 EEF1AL STN	Homo sapiens (Human)	463	50,470		1
Q05682	CALD1_HUMAN	reviewed	CALD1 CAD CDM	Homo sapiens (Human)	793	93,231		3
Q05707	COEA1_HUMAN	reviewed	COL14A1 UND	Homo sapiens (Human)	1796	193,515		3
Q06033	ITIH3_HUMAN	reviewed	ITIH3	Homo sapiens (Human)	890	99,849		2
Q06210	GFPT1_HUMAN	reviewed	GFPT1 GFAT GFPT	Homo sapiens (Human)	699	78,806		3
Q06323	PSME1_HUMAN	reviewed	PSME1 IFI5111	Homo sapiens (Human)	249	28,723		1
Q06787	FMR1_HUMAN	reviewed	FMR1	Homo sapiens (Human)	632	71,174		1
Q06830	PRDX1_HUMAN	reviewed	PRDX1 PAGA PAGB TDPX2	Homo sapiens (Human)	199	22,110		1
Q07020	RL18_HUMAN	reviewed	RPL18	Homo sapiens (Human)	188	21,634		2
Q07021	C1QBP_HUMAN	reviewed	C1QBP GC1QBP HABP1 SF2P32	Homo sapiens (Human)	282	31,362		1
Q07065	CKAP4_HUMAN	reviewed	CKAP4	Homo sapiens (Human)	602	66,022		2
Q07157	ZO1_HUMAN	reviewed	TJP1 ZO1	Homo sapiens (Human)	1748	195,459		3
Q07666	KHDR1_HUMAN	reviewed	KHDRBS1 SAM68	Homo sapiens (Human)	443	48,227		1
Q07812	BAX_HUMAN	reviewed	BAX BCL2L4	Homo sapiens (Human)	192	21,184		1
Q07866	KLC1_HUMAN	reviewed	KLC1 KLC KNS2	Homo sapiens (Human)	573	65,310		2
Q07954	LRP1_HUMAN	reviewed	LRP1 A2MR APR	Homo sapiens (Human)	4544	504,606		2
Q07955	SRSF1_HUMAN	reviewed	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	Homo sapiens (Human)	248	27,745		2
Q07960	RHG01_HUMAN	reviewed	ARHGAP1 CDC42GAP RHOGAP1	Homo sapiens (Human)	439	50,436		1
Q08043	ACTN3_HUMAN	reviewed	ACTN3	Homo sapiens (Human)	901	103,241		2
Q08170	SRSF4_HUMAN	reviewed	SRSF4 SFRS4 SRP75	Homo sapiens (Human)	494	56,678		2
Q08188	TGM3_HUMAN	reviewed	TGM3	Homo sapiens (Human)	693	76,632		4
Q08209	PP2BA_HUMAN	reviewed	PPP3CA CALNA CNA	Homo sapiens (Human)	521	58,688		1
Q08211	DHX9_HUMAN	reviewed	DHX9 DDX9 LKP NDH2	Homo sapiens (Human)	1270	140,958		4
Q08257	QOR_HUMAN	reviewed	CRYZ	Homo sapiens (Human)	329	35,207		1
Q08378	GOGA3_HUMAN	reviewed	GOLGA3	Homo sapiens (Human)	1498	167,355		2
Q08379	GOGA2_HUMAN	reviewed	GOLGA2	Homo sapiens (Human)	1002	113,086		3
Q08380	LG3BP_HUMAN	reviewed	LGALS3BP M2BP	Homo sapiens (Human)	585	65,331		1
Q08431	MFGM_HUMAN	reviewed	MFGE8	Homo sapiens (Human)	387	43,105		3
Q08554	DSC1_HUMAN	reviewed	DSC1 CDHF1	Homo sapiens (Human)	894	99,987		2
Q08722	CD47_HUMAN	reviewed	CD47 MER6	Homo sapiens (Human)	323	35,214		1
Q08752	PPID_HUMAN	reviewed	PPID CYP40 CYPD	Homo sapiens (Human)	370	40,764		3
Q08AD1	CAMP2_HUMAN	reviewed	CAMSAP2 CAMSAP1L1 KIAA1078	Homo sapiens (Human)	1489	168,089		3
Q08J23	NSUN2_HUMAN	reviewed	NSUN2 SAKI TRM4	Homo sapiens (Human)	767	86,471		2
Q09028	RBBP4_HUMAN	reviewed	RBBP4 RBAP48	Homo sapiens (Human)	425	47,656		3
Q09666	AHNK_HUMAN	reviewed	AHNAK PM227	Homo sapiens (Human)	5890	629,101		2
Q0ZGT2	NEXN_HUMAN	reviewed	NEXN	Homo sapiens (Human)	675	80,658		1
Q10471	GALT2_HUMAN	reviewed	GALNT2	Homo sapiens (Human)	571	64,733		1
Q10567	AP1B1_HUMAN	reviewed	AP1B1 ADTB1 BAM22 CLAPB2	Homo sapiens (Human)	949	104,637		2
Q10713	MPPA_HUMAN	reviewed	PMPCA INPP5E KIAA0123 MPPA	Homo sapiens (Human)	525	58,253		2
Q11201	SIA4A_HUMAN	reviewed	ST3GAL1 SIAT4 SIAT4A	Homo sapiens (Human)	340	39,075		1
Q12765	SCRN1_HUMAN	reviewed	SCRN1 KIAA0193	Homo sapiens (Human)	414	46,382		2
Q12774	ARHG5_HUMAN	reviewed	ARHGEF5 TIM	Homo sapiens (Human)	1597	176,799		3
Q12789	TF3C1_HUMAN	reviewed	GTF3C1	Homo sapiens (Human)	2109	238,875		4
Q12792	TWF1_HUMAN	reviewed	TWF1 PTK9	Homo sapiens (Human)	350	40,283		3
Q12797	ASPH_HUMAN	reviewed	ASPH BAH	Homo sapiens (Human)	758	85,863		3
Q12830	BPTF_HUMAN	reviewed	BPTF FAC1 FALZ	Homo sapiens (Human)	3046	338,262		3
Q12849	GRSF1_HUMAN	reviewed	GRSF1	Homo sapiens (Human)	480	53,126		3
Q12873	CHD3_HUMAN	reviewed	CHD3	Homo sapiens (Human)	2000	226,592		3
Q12874	SF3A3_HUMAN	reviewed	SF3A3 SAP61	Homo sapiens (Human)	501	58,849		1
Q12884	SEPR_HUMAN	reviewed	FAP	Homo sapiens (Human)	760	87,713		5
Q12888	TP53B_HUMAN	reviewed	TP53BP1	Homo sapiens (Human)	1972	213,574		2
Q12904	AIMP1_HUMAN	reviewed	AIMP1 EMAP2 SCYE1	Homo sapiens (Human)	312	34,353		2
Q12905	ILF2_HUMAN	reviewed	ILF2 NF45 PRO3063	Homo sapiens (Human)	390	43,062		2
Q12906	ILF3_HUMAN	reviewed	ILF3 DRBF MPHOSPH4 NF90	Homo sapiens (Human)	894	95,338		3
Q12907	LMAN2_HUMAN	reviewed	LMAN2 C5orf8	Homo sapiens (Human)	356	40,229		1
Q12931	TRAP1_HUMAN	reviewed	TRAP1 HSP75	Homo sapiens (Human)	704	80,110		3
Q12955	ANK3_HUMAN	reviewed	ANK3	Homo sapiens (Human)	4377	480,410		3
Q12967	GNDS_HUMAN	reviewed	RALGDS KIAA1308 RGF	Homo sapiens (Human)	914	100,607		2
Q12972	PP1R8_HUMAN	reviewed	PPP1R8 ARD1 NIPP1	Homo sapiens (Human)	351	38,479		2
Q13011	ECH1_HUMAN	reviewed	ECH1	Homo sapiens (Human)	328	35,816		2
Q13023	AKAP6_HUMAN	reviewed	AKAP6 AKAP100 KIAA0311	Homo sapiens (Human)	2319	256,720		3
Q13033	STRN3_HUMAN	reviewed	STRN3 GS2NA SG2NA	Homo sapiens (Human)	797	87,209		3
Q13045	FLII_HUMAN	reviewed	FLII FLIL	Homo sapiens (Human)	1269	144,751		2
Q13057	COASY_HUMAN	reviewed	COASY PSEC0106	Homo sapiens (Human)	564	62,329		4
Q13098	CSN1_HUMAN	reviewed	GPS1 COPS1 CSN1	Homo sapiens (Human)	491	55,537		4
Q13126	MTAP_HUMAN	reviewed	MTAP MSAP	Homo sapiens (Human)	283	31,236		2
Q13148	TADBP_HUMAN	reviewed	TARDBP TDP43	Homo sapiens (Human)	414	44,740		1
Q13151	ROA0_HUMAN	reviewed	HNRNPA0 HNRPA0	Homo sapiens (Human)	305	30,841		1
Q13155	AIMP2_HUMAN	reviewed	AIMP2 JTV1 PRO0992	Homo sapiens (Human)	320	35,349		2
Q13162	PRDX4_HUMAN	reviewed	PRDX4	Homo sapiens (Human)	271	30,540		1
Q13177	PAK2_HUMAN	reviewed	PAK2	Homo sapiens (Human)	524	58,043		3
Q13185	CBX3_HUMAN	reviewed	CBX3	Homo sapiens (Human)	183	20,811		4
Q13188	STK3_HUMAN	reviewed	STK3 KRS1 MST2	Homo sapiens (Human)	491	56,301		2
Q13200	PSMD2_HUMAN	reviewed	PSMD2 TRAP2	Homo sapiens (Human)	908	100,200		3
Q13217	DNJC3_HUMAN	reviewed	DNAJC3 P58IPK PRKRI	Homo sapiens (Human)	504	57,580		1
Q13228	SBP1_HUMAN	reviewed	SELENBP1 SBP	Homo sapiens (Human)	472	52,391		2
Q13231	CHIT1_HUMAN	reviewed	CHIT1	Homo sapiens (Human)	466	51,681		1
Q13243	SRSF5_HUMAN	reviewed	SRSF5 HRS SFRS5 SRP40	Homo sapiens (Human)	272	31,264		1
Q13247	SRSF6_HUMAN	reviewed	SRSF6 SFRS6 SRP55	Homo sapiens (Human)	344	39,587		2
Q13263	TIF1B_HUMAN	reviewed	TRIM28 KAP1 RNF96 TIF1B	Homo sapiens (Human)	835	88,550		5
Q13283	G3BP1_HUMAN	reviewed	G3BP1 G3BP	Homo sapiens (Human)	466	52,164		1
Q13310	PABP4_HUMAN	reviewed	PABPC4 APP1 PABP4	Homo sapiens (Human)	644	70,783		1
Q13347	EIF3I_HUMAN	reviewed	EIF3I EIF3S2 TRIP1	Homo sapiens (Human)	325	36,502		1
Q13363	CTBP1_HUMAN	reviewed	CTBP1 CTBP	Homo sapiens (Human)	440	47,535		2
Q13404	UB2V1_HUMAN	reviewed	UBE2V1 CROC1 UBE2V UEV1 P/OKcl.19	Homo sapiens (Human)	147	16,495		2
Q13405	RM49_HUMAN	reviewed	MRPL49 C11orf4 NOF1 OK/SW-cl.67	Homo sapiens (Human)	166	19,198		1
Q13409	DC1I2_HUMAN	reviewed	DYNC1I2 DNCI2 DNCIC2	Homo sapiens (Human)	638	71,457		3
Q13418	ILK_HUMAN	reviewed	ILK ILK1 ILK2	Homo sapiens (Human)	452	51,419		2
Q13423	NNTM_HUMAN	reviewed	NNT	Homo sapiens (Human)	1086	113,896		3
Q13424	SNTA1_HUMAN	reviewed	SNTA1 SNT1	Homo sapiens (Human)	505	53,895		1
Q13425	SNTB2_HUMAN	reviewed	SNTB2 D16S2531E SNT2B2 SNTL	Homo sapiens (Human)	540	57,950		1
Q13428	TCOF_HUMAN	reviewed	TCOF1	Homo sapiens (Human)	1488	152,106		3
Q13435	SF3B2_HUMAN	reviewed	SF3B2 SAP145	Homo sapiens (Human)	895	100,228		2
Q13442	HAP28_HUMAN	reviewed	PDAP1 HASPP28	Homo sapiens (Human)	181	20,630		1
Q13445	TMED1_HUMAN	reviewed	TMED1 IL1RL1L IL1RL1LG	Homo sapiens (Human)	227	25,206		1
Q13464	ROCK1_HUMAN	reviewed	ROCK1	Homo sapiens (Human)	1354	158,175		1
Q13492	PICAL_HUMAN	reviewed	PICALM CALM	Homo sapiens (Human)	652	70,755		2
Q13501	SQSTM_HUMAN	reviewed	SQSTM1 ORCA OSIL	Homo sapiens (Human)	440	47,687		1
Q13505	MTX1_HUMAN	reviewed	MTX1 MTX MTXN	Homo sapiens (Human)	466	51,463		3
Q13509	TBB3_HUMAN	reviewed	TUBB3 TUBB4	Homo sapiens (Human)	450	50,433		2
Q13510	ASAH1_HUMAN	reviewed	ASAH1 ASAH HSD-33 HSD33	Homo sapiens (Human)	395	44,660		5
Q13526	PIN1_HUMAN	reviewed	PIN1	Homo sapiens (Human)	163	18,243		1
Q13554	KCC2B_HUMAN	reviewed	CAMK2B CAM2 CAMK2 CAMKB	Homo sapiens (Human)	666	72,678		3
Q13555	KCC2G_HUMAN	reviewed	CAMK2G CAMK CAMK-II CAMKG	Homo sapiens (Human)	558	62,607		4
Q13557	KCC2D_HUMAN	reviewed	CAMK2D CAMKD	Homo sapiens (Human)	499	56,369		3
Q13561	DCTN2_HUMAN	reviewed	DCTN2 DCTN50	Homo sapiens (Human)	401	44,231		4
Q13564	ULA1_HUMAN	reviewed	NAE1 APPBP1 HPP1	Homo sapiens (Human)	534	60,246		1
Q13595	TRA2A_HUMAN	reviewed	TRA2A	Homo sapiens (Human)	282	32,689		1
Q13596	SNX1_HUMAN	reviewed	SNX1	Homo sapiens (Human)	522	59,070		3
Q13618	CUL3_HUMAN	reviewed	CUL3 KIAA0617	Homo sapiens (Human)	768	88,930		2
Q13619	CUL4A_HUMAN	reviewed	CUL4A	Homo sapiens (Human)	759	87,680		3
Q13620	CUL4B_HUMAN	reviewed	CUL4B KIAA0695	Homo sapiens (Human)	913	103,982		4
Q13642	FHL1_HUMAN	reviewed	FHL1 SLIM1	Homo sapiens (Human)	323	36,263		4
Q13683	ITA7_HUMAN	reviewed	ITGA7 UNQ406/PRO768	Homo sapiens (Human)	1181	128,948		3
Q13724	MOGS_HUMAN	reviewed	MOGS GCS1	Homo sapiens (Human)	837	91,918		5
Q13740	CD166_HUMAN	reviewed	ALCAM MEMD	Homo sapiens (Human)	583	65,102		2
Q13751	LAMB3_HUMAN	reviewed	LAMB3 LAMNB1	Homo sapiens (Human)	1172	129,572		1
Q13813	SPTN1_HUMAN	reviewed	SPTAN1 NEAS SPTA2	Homo sapiens (Human)	2472	284,539		3
Q13825	AUHM_HUMAN	reviewed	AUH	Homo sapiens (Human)	339	35,609		1
Q13835	PKP1_HUMAN	reviewed	PKP1	Homo sapiens (Human)	747	82,861		2
Q13838	DX39B_HUMAN	reviewed	DDX39B BAT1 UAP56	Homo sapiens (Human)	428	48,991		1
Q13867	BLMH_HUMAN	reviewed	BLMH	Homo sapiens (Human)	455	52,562		1
Q13885	TBB2A_HUMAN	reviewed	TUBB2A TUBB2	Homo sapiens (Human)	445	49,907		1
Q14008	CKAP5_HUMAN	reviewed	CKAP5 KIAA0097	Homo sapiens (Human)	2032	225,495		3
Q14011	CIRBP_HUMAN	reviewed	CIRBP A18HNRNP CIRP	Homo sapiens (Human)	172	18,648		1
Q14019	COTL1_HUMAN	reviewed	COTL1 CLP	Homo sapiens (Human)	142	15,945		3
Q14061	COX17_HUMAN	reviewed	COX17	Homo sapiens (Human)	63	6,915		2
Q14103	HNRPD_HUMAN	reviewed	HNRNPD AUF1 HNRPD	Homo sapiens (Human)	355	38,434		1
Q14108	SCRB2_HUMAN	reviewed	SCARB2 CD36L2 LIMP2 LIMPII	Homo sapiens (Human)	478	54,290		2
Q14112	NID2_HUMAN	reviewed	NID2	Homo sapiens (Human)	1375	151,254		3
Q14117	DPYS_HUMAN	reviewed	DPYS	Homo sapiens (Human)	519	56,630		1
Q14118	DAG1_HUMAN	reviewed	DAG1	Homo sapiens (Human)	895	97,441		2
Q14126	DSG2_HUMAN	reviewed	DSG2 CDHF5	Homo sapiens (Human)	1118	122,294		2
Q14134	TRI29_HUMAN	reviewed	TRIM29 ATDC	Homo sapiens (Human)	588	65,835		2
Q14141	SEPT6_HUMAN	reviewed	SEPTIN6 KIAA0128 SEP2 SEPT6	Homo sapiens (Human)	434	49,717		4
Q14152	EIF3A_HUMAN	reviewed	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382	166,569		1
Q14155	ARHG7_HUMAN	reviewed	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314	Homo sapiens (Human)	803	90,012		2
Q14157	UBP2L_HUMAN	reviewed	UBAP2L KIAA0144 NICE4	Homo sapiens (Human)	1087	114,535		2
Q14165	MLEC_HUMAN	reviewed	MLEC KIAA0152	Homo sapiens (Human)	292	32,234		1
Q14166	TTL12_HUMAN	reviewed	TTLL12 KIAA0153	Homo sapiens (Human)	644	74,404		2
Q14185	DOCK1_HUMAN	reviewed	DOCK1	Homo sapiens (Human)	1865	215,346		2
Q14192	FHL2_HUMAN	reviewed	FHL2 DRAL SLIM3	Homo sapiens (Human)	279	32,193		3
Q14194	DPYL1_HUMAN	reviewed	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572	62,184		1
Q14195	DPYL3_HUMAN	reviewed	DPYSL3 CRMP4 DRP3 ULIP ULIP1	Homo sapiens (Human)	570	61,963		1
Q14203	DCTN1_HUMAN	reviewed	DCTN1	Homo sapiens (Human)	1278	141,695		3
Q14204	DYHC1_HUMAN	reviewed	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646	532,408		5
Q14240	IF4A2_HUMAN	reviewed	EIF4A2 DDX2B EIF4F	Homo sapiens (Human)	407	46,402		2
Q14247	SRC8_HUMAN	reviewed	CTTN EMS1	Homo sapiens (Human)	550	61,586		2
Q14249	NUCG_HUMAN	reviewed	ENDOG	Homo sapiens (Human)	297	32,620		4
Q14254	FLOT2_HUMAN	reviewed	FLOT2 ESA1 M17S1	Homo sapiens (Human)	428	47,064		2
Q14257	RCN2_HUMAN	reviewed	RCN2 ERC55	Homo sapiens (Human)	317	36,876		1
Q14258	TRI25_HUMAN	reviewed	TRIM25 EFP RNF147 ZNF147	Homo sapiens (Human)	630	70,973		2
Q14315	FLNC_HUMAN	reviewed	FLNC ABPL FLN2	Homo sapiens (Human)	2725	291,022		3
Q14318	FKBP8_HUMAN	reviewed	FKBP8 FKBP38	Homo sapiens (Human)	412	44,562		2
Q14344	GNA13_HUMAN	reviewed	GNA13	Homo sapiens (Human)	377	44,050		2
Q14353	GAMT_HUMAN	reviewed	GAMT	Homo sapiens (Human)	236	26,318		1
Q14393	GAS6_HUMAN	reviewed	GAS6 AXLLG	Homo sapiens (Human)	678	74,925		3
Q14444	CAPR1_HUMAN	reviewed	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105	Homo sapiens (Human)	709	78,366		2
Q14498	RBM39_HUMAN	reviewed	RBM39 HCC1 RNPC2	Homo sapiens (Human)	530	59,380		2
Q14520	HABP2_HUMAN	reviewed	HABP2 HGFAL PHBP	Homo sapiens (Human)	560	62,672		1
Q14525	KT33B_HUMAN	reviewed	KRT33B HHA3-II HKA3B KRTHA3B	Homo sapiens (Human)	404	46,214		3
Q14532	K1H2_HUMAN	reviewed	KRT32 HHA2 HKA2 KRTHA2	Homo sapiens (Human)	448	50,343		3
Q14533	KRT81_HUMAN	reviewed	KRT81 KRTHB1 MLN137	Homo sapiens (Human)	505	54,928		3
Q14554	PDIA5_HUMAN	reviewed	PDIA5 PDIR	Homo sapiens (Human)	519	59,594		1
Q14566	MCM6_HUMAN	reviewed	MCM6	Homo sapiens (Human)	821	92,889		1
Q14574	DSC3_HUMAN	reviewed	DSC3 CDHF3 DSC4	Homo sapiens (Human)	896	99,969		3
Q14624	ITIH4_HUMAN	reviewed	ITIH4 IHRP ITIHL1 PK120 PRO1851	Homo sapiens (Human)	930	103,357		4
Q14651	PLSI_HUMAN	reviewed	PLS1	Homo sapiens (Human)	629	70,253		2
Q14671	PUM1_HUMAN	reviewed	PUM1 KIAA0099 PUMH1	Homo sapiens (Human)	1186	126,473		3
Q14677	EPN4_HUMAN	reviewed	CLINT1 ENTH EPN4 EPNR KIAA0171	Homo sapiens (Human)	625	68,259		1
Q14683	SMC1A_HUMAN	reviewed	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233	143,233		2
Q14684	RRP1B_HUMAN	reviewed	RRP1B KIAA0179	Homo sapiens (Human)	758	84,428		3
Q14692	BMS1_HUMAN	reviewed	BMS1 BMS1L KIAA0187	Homo sapiens (Human)	1282	145,807		1
Q14694	UBP10_HUMAN	reviewed	USP10 KIAA0190	Homo sapiens (Human)	798	87,134		2
Q14696	MESD_HUMAN	reviewed	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369	Homo sapiens (Human)	234	26,077		2
Q14697	GANAB_HUMAN	reviewed	GANAB G2AN KIAA0088	Homo sapiens (Human)	944	106,874		3
Q14699	RFTN1_HUMAN	reviewed	RFTN1 KIAA0084 MIG2	Homo sapiens (Human)	578	63,146		4
Q14764	MVP_HUMAN	reviewed	MVP LRP	Homo sapiens (Human)	893	99,327		4
Q14766	LTBP1_HUMAN	reviewed	LTBP1	Homo sapiens (Human)	1721	186,796		4
Q14789	GOGB1_HUMAN	reviewed	GOLGB1	Homo sapiens (Human)	3259	376,019		2
Q14847	LASP1_HUMAN	reviewed	LASP1 MLN50	Homo sapiens (Human)	261	29,717		2
Q14896	MYPC3_HUMAN	reviewed	MYBPC3	Homo sapiens (Human)	1274	140,762		4
Q14914	PTGR1_HUMAN	reviewed	PTGR1 LTB4DH	Homo sapiens (Human)	329	35,870		2
Q14974	IMB1_HUMAN	reviewed	KPNB1 NTF97	Homo sapiens (Human)	876	97,170		2
Q14980	NUMA1_HUMAN	reviewed	NUMA1 NMP22 NUMA	Homo sapiens (Human)	2115	238,260		2
Q14BN4	SLMAP_HUMAN	reviewed	SLMAP KIAA1601 SLAP UNQ1847/PRO3577	Homo sapiens (Human)	828	95,198		1
Q14C86	GAPD1_HUMAN	reviewed	GAPVD1 GAPEX5 KIAA1521 RAP6	Homo sapiens (Human)	1478	164,980		2
Q15005	SPCS2_HUMAN	reviewed	SPCS2 KIAA0102 SPC25	Homo sapiens (Human)	226	25,003		3
Q15006	EMC2_HUMAN	reviewed	EMC2 KIAA0103 TTC35	Homo sapiens (Human)	297	34,834		1
Q15008	PSMD6_HUMAN	reviewed	PSMD6 KIAA0107 PFAAP4	Homo sapiens (Human)	389	45,531		1
Q15014	MO4L2_HUMAN	reviewed	MORF4L2 KIAA0026 MRGX	Homo sapiens (Human)	288	32,308		1
Q15019	SEPT2_HUMAN	reviewed	SEPTIN2 DIFF6 KIAA0158 NEDD5 SEPT2	Homo sapiens (Human)	361	41,487		1
Q15020	SART3_HUMAN	reviewed	SART3 KIAA0156 TIP110	Homo sapiens (Human)	963	109,935		1
Q15029	U5S1_HUMAN	reviewed	EFTUD2 KIAA0031 SNRP116	Homo sapiens (Human)	972	109,436		1
Q15046	SYK_HUMAN	reviewed	KARS1 KARS KIAA0070	Homo sapiens (Human)	597	68,048		3
Q15056	IF4H_HUMAN	reviewed	EIF4H KIAA0038 WBSCR1 WSCR1	Homo sapiens (Human)	248	27,385		5
Q15063	POSTN_HUMAN	reviewed	POSTN OSF2	Homo sapiens (Human)	836	93,314		2
Q15067	ACOX1_HUMAN	reviewed	ACOX1 ACOX	Homo sapiens (Human)	660	74,424		3
Q15070	OXA1L_HUMAN	reviewed	OXA1L	Homo sapiens (Human)	435	48,548		3
Q15075	EEA1_HUMAN	reviewed	EEA1 ZFYVE2	Homo sapiens (Human)	1411	162,466		2
Q15084	PDIA6_HUMAN	reviewed	PDIA6 ERP5 P5 TXNDC7	Homo sapiens (Human)	440	48,121		1
Q15102	PA1B3_HUMAN	reviewed	PAFAH1B3 PAFAHG	Homo sapiens (Human)	231	25,734		1
Q15113	PCOC1_HUMAN	reviewed	PCOLCE PCPE1	Homo sapiens (Human)	449	47,972		2
Q15118	PDK1_HUMAN	reviewed	PDK1 PDHK1	Homo sapiens (Human)	436	49,244		1
Q15119	PDK2_HUMAN	reviewed	PDK2 PDHK2	Homo sapiens (Human)	407	46,154		2
Q15120	PDK3_HUMAN	reviewed	PDK3 PDHK3	Homo sapiens (Human)	406	46,939		1
Q15121	PEA15_HUMAN	reviewed	PEA15	Homo sapiens (Human)	130	15,040		2
Q15124	PGM5_HUMAN	reviewed	PGM5 PGMRP	Homo sapiens (Human)	567	62,225		2
Q15126	PMVK_HUMAN	reviewed	PMVK PMKI	Homo sapiens (Human)	192	21,995		3
Q15149	PLEC_HUMAN	reviewed	PLEC PLEC1	Homo sapiens (Human)	4684	531,791		3
Q15155	NOMO1_HUMAN	reviewed	NOMO1 PM5	Homo sapiens (Human)	1222	134,324		5
Q15165	PON2_HUMAN	reviewed	PON2	Homo sapiens (Human)	354	39,381		4
Q15181	IPYR_HUMAN	reviewed	PPA1 IOPPP PP	Homo sapiens (Human)	289	32,660		2
Q15185	TEBP_HUMAN	reviewed	PTGES3 P23 TEBP	Homo sapiens (Human)	160	18,697		1
Q15233	NONO_HUMAN	reviewed	NONO NRB54	Homo sapiens (Human)	471	54,232		4
Q15257	PTPA_HUMAN	reviewed	PTPA PPP2R4	Homo sapiens (Human)	358	40,668		3
Q15274	NADC_HUMAN	reviewed	QPRT	Homo sapiens (Human)	297	30,846		3
Q15276	RABE1_HUMAN	reviewed	RABEP1 RAB5EP RABPT5 RABPT5A	Homo sapiens (Human)	862	99,290		2
Q15286	RAB35_HUMAN	reviewed	RAB35 RAB1C RAY	Homo sapiens (Human)	201	23,025		1
Q15287	RNPS1_HUMAN	reviewed	RNPS1 LDC2	Homo sapiens (Human)	305	34,208		1
Q15293	RCN1_HUMAN	reviewed	RCN1 RCN	Homo sapiens (Human)	331	38,890		1
Q15323	K1H1_HUMAN	reviewed	KRT31 HHA1 HKA1 KRTHA1	Homo sapiens (Human)	416	47,237		3
Q15363	TMED2_HUMAN	reviewed	TMED2 RNP24	Homo sapiens (Human)	201	22,761		1
Q15365	PCBP1_HUMAN	reviewed	PCBP1	Homo sapiens (Human)	356	37,498		2
Q15366	PCBP2_HUMAN	reviewed	PCBP2	Homo sapiens (Human)	365	38,580		1
Q15369	ELOC_HUMAN	reviewed	ELOC TCEB1	Homo sapiens (Human)	112	12,473		1
Q15370	ELOB_HUMAN	reviewed	ELOB TCEB2	Homo sapiens (Human)	118	13,133		1
Q15393	SF3B3_HUMAN	reviewed	SF3B3 KIAA0017 SAP130	Homo sapiens (Human)	1217	135,577		4
Q15404	RSU1_HUMAN	reviewed	RSU1 RSP1	Homo sapiens (Human)	277	31,540		3
Q15413	RYR3_HUMAN	reviewed	RYR3 HBRR	Homo sapiens (Human)	4870	552,042		3
Q15417	CNN3_HUMAN	reviewed	CNN3	Homo sapiens (Human)	329	36,414		1
Q15424	SAFB1_HUMAN	reviewed	SAFB HAP HET SAFB1	Homo sapiens (Human)	915	102,642		4
Q15428	SF3A2_HUMAN	reviewed	SF3A2 SAP62	Homo sapiens (Human)	464	49,256		2
Q15435	PP1R7_HUMAN	reviewed	PPP1R7 SDS22	Homo sapiens (Human)	360	41,564		1
Q15436	SC23A_HUMAN	reviewed	SEC23A	Homo sapiens (Human)	765	86,161		2
Q15437	SC23B_HUMAN	reviewed	SEC23B	Homo sapiens (Human)	767	86,479		2
Q15459	SF3A1_HUMAN	reviewed	SF3A1 SAP114	Homo sapiens (Human)	793	88,886		1
